"LotFrontage","LotArea","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","MSSubClass.20","MSSubClass.50","MSSubClass.60","MSSubClass.120","MSZoning.RL","MSZoning.RM","Alley.None","LotShape.IR1","LotShape.Reg","LandContour.Lvl","LotConfig.Corner","LotConfig.CulDSac","LotConfig.Inside","LandSlope.Gtl","Neighborhood.CollgCr","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.NAmes","Neighborhood.NridgHt","Neighborhood.NWAmes","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.Somerst","Condition1.Feedr","Condition1.Norm","BldgType.1Fam","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1Story","HouseStyle.2Story","OverallQual.4","OverallQual.5","OverallQual.6","OverallQual.7","OverallQual.8","OverallCond.5","OverallCond.6","OverallCond.7","YearBuilt","YearRemodAdd","RoofStyle.Gable","RoofStyle.Hip","Exterior1st.HdBoard","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.VinylSd","Exterior1st.Wd.Sdng","Exterior2nd.HdBoard","Exterior2nd.MetalSd","Exterior2nd.Plywood","Exterior2nd.VinylSd","Exterior2nd.Wd.Sdng","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","ExterQual.Gd","ExterQual.TA","ExterCond.Gd","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","BsmtQual.Ex","BsmtQual.Gd","BsmtQual.TA","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinType2.Unf","HeatingQC.Ex","HeatingQC.Gd","HeatingQC.TA","CentralAir.N","CentralAir.Y","Electrical.FuseA","Electrical.SBrkr","KitchenQual.Ex","KitchenQual.Gd","KitchenQual.TA","Functional.Typ","FireplaceQu.Gd","FireplaceQu.TA","FireplaceQu.None","GarageType.Attchd","GarageType.BuiltIn","GarageType.Detchd","GarageType.None","GarageYrBlt","GarageFinish.Fin","GarageFinish.RFn","GarageFinish.Unf","GarageFinish.None","GarageQual.TA","GarageQual.None","GarageCond.TA","GarageCond.None","PavedDrive.N","PavedDrive.Y","Fence.MnPrv","Fence.None","MoSold","YrSold","SaleType.New","SaleType.WD","SaleCondition.Abnorml","SaleCondition.Normal","SaleCondition.Partial","SalePrice"
72,10007,54,806,0,247,1053,1053,0,1053,1,0,1,1,3,5,0,1,312,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1959,2006,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1959,0,1,0,0,1,0,1,0,0,1,1,0,8,2008,0,1,0,1,0,11.8879313655937
60,7200,0,0,0,776,776,851,651,1502,0,0,1,1,3,6,1,1,270,0,0,112,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1931,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1931,0,1,0,0,1,0,1,0,0,0,1,0,2,2008,0,1,0,1,0,11.9117015849276
78,17401.15,0,0,0,912,912,912,546,1458,0,1,1,0,3,6,1,1,330,192,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1948,1950,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1948,0,0,1,0,1,0,1,0,0,1,0,1,2,2010,0,1,1,0,0,11.4876076569859
75,9937,0,637,0,849,1486,1486,0,1486,1,0,1,0,3,7,0,2,480,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1964,1999,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1968,1,0,0,0,1,0,1,0,0,1,1,0,3,2009,0,1,0,1,0,12.0257490913989
81,12384,233,0,0,793,793,1142,793,1935,0,0,2,1,3,7,1,2,550,0,113,180.15,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1976,1976,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1976,0,1,0,0,1,0,1,0,0,1,0,1,11,2007,0,1,0,1,0,12.1955171315907
52,17401.15,456,1274,180,88,1629,1686,762,2448,1,0,2,1,4,8,1,3,711,335,76,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1994,2005,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1994,0,1,0,0,1,0,1,0,0,1,0,1,7,2009,0,1,0,1,0,12.6949593617774
104,13560,216,0,0,1392,1392,1392,0,1392,1,0,1,0,2,5,2,2,576,0,0,180.15,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1968,1968,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1968,0,1,0,0,1,0,1,0,0,1,0,1,7,2009,0,1,0,1,0,11.6082356447746
90,10012,0,920,180,38,1138,1181,0,1181,1,0,2,0,3,6,0,2,588,0,0,180,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1972,1972,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1974,0,1,0,0,1,0,1,0,0,1,1,0,4,2008,0,1,0,1,0,11.8313791960888
49,17401.15,0,1274,0,356,1753,1831.25,0,2097,1,0,1,1,2,8,1,3,850.1,192,175.05,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2005,2006,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,2005,1,0,0,0,1,0,1,0,0,1,0,1,2,2006,1,0,0,0,1,12.6949593617774
104,11194,40,0,0,1406,1406,1454,482,1936,0,0,2,1,3,7,1,2,504,188,124,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,2000,2000,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2000,0,1,0,0,1,0,1,0,0,1,0,1,11,2006,0,1,0,1,0,12.3480061414188
76,17401.15,113,187,396.2,111,1021,1465,915,2380,0,0,2,1,3,7,1,2,596,0,175.05,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1965,1979,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1965,0,0,1,0,1,0,1,0,0,1,0,1,8,2007,0,1,1,0,0,11.7675676833438
65,8125,258,1138,0,270,1408,1679,0,1679,1,0,2,0,3,7,1,2,575,224,42,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1994,1998,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1994,0,1,0,0,1,0,1,0,0,1,0,1,10,2008,0,1,0,1,0,12.173032791452
74,14175,0,988,0,200,1188,1437,0,1437,1,0,1,1,3,6,1,2,576,304,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1956,1987,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1999,0,0,1,0,1,0,1,0,0,1,0,1,11,2006,0,1,0,1,0,12.0317192583854
80,11600,0,0,0,700,700,1180,0,1180,0,0,1,0,2,5,1,1,252,0,0,67,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1922,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1922,0,0,1,0,1,0,0,0,0,1,0,1,7,2006,0,1,0,1,0,11.8313791960888
64,8633,0,193,0,545,738,738,738,1476,1,0,2,1,3,7,0,2,540,100,35,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2005,2005,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2005,1,0,0,0,1,0,1,0,0,1,0,1,2,2009,0,1,0,1,0,12.0639328783691
54,6629,0,551,0,121,672,697,672,1369,1,0,2,0,3,6,0,1,300,147,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1925,1950,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1930,0,0,1,0,1,0,1,0,0,1,0,1,7,2009,0,1,0,1,0,11.5482926088075
59,11250,0,767,0,441,1208,1208,0,1208,1,0,1,1,3,6,1,2,546,198,42,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1977,1977,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1977,0,1,0,0,1,0,1,0,0,1,0,1,6,2006,0,1,0,1,0,12.0137007528827
104,14442,106,1186,0,291,1477,1831.25,0,1839,1,0,2,0,3,7,2,2,416,0,87,0,160,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1957,2004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1957,1,0,0,0,1,0,1,0,0,1,0,1,6,2007,0,1,0,1,0,12.4587749990859
80,9200,0,892,0,244,1136,1136,0,1136,1,0,1,0,3,5,1,1,384,335,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1965,1965,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1965,0,1,0,0,1,0,1,0,0,1,0,1,7,2008,0,1,0,1,0,11.8493977015914
35,3311.7,0,311,0,544,855,855,586,1441,0,0,2,1,3,7,1,2,440,28,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1978,1978,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1978,0,0,1,0,1,0,1,0,0,1,0,1,4,2009,0,1,0,1,0,11.9083402372249
60,9600,0,0,0,1095,1095,1095,679,1774,1,0,2,0,4,8,0,3,779,0,0,90,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1916,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1920,0,0,1,0,0,0,0,0,1,0,0,1,5,2006,0,1,0,1,0,11.3850920934603
52,9022,0,0,0,768,768,792,0,848,0,0,1,0,2,5,0,1,240,316,0,120,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1924,2006,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1924,0,0,1,0,0,0,0,0,1,0,0,1,5,2009,0,1,0,1,0,11.6036798282387
80,11844,456,0,0,1468,1753,1831.25,0,2046,0,0,2,1,3,7,1,3,834,322,82,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2007,2007,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,2007,1,0,0,0,1,0,1,0,0,1,0,1,7,2009,1,0,0,0,1,12.6949593617774
74,9945,57,827,0,161,988,988,0,988,1,0,1,0,3,5,0,2,572,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1961,1961,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1963,0,0,1,0,1,0,1,0,0,1,0,1,10,2007,0,1,0,1,0,11.7636841833174
50,8012,0,543,119,261,923,923,0,923,0,0,2,0,2,5,1,1,264,80,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1980,1980,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1980,0,1,0,0,1,0,1,0,0,1,0,1,5,2010,0,1,0,1,0,11.870599909242
55,4500,0,182,0,611,793,848,672,1520,0,0,1,0,3,6,0,1,281,0,0,56,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1932,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1968,0,0,1,0,1,0,1,0,0,1,0,1,7,2009,0,1,1,0,0,11.9793853224676
83,3311.7,0,1003,0,288,1291,1291,0,1291,1,0,1,0,2,6,1,2,431,307,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1996,1997,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1996,0,0,1,0,1,0,1,0,0,1,0,1,11,2008,0,1,0,1,0,12.0610468734799
90,11248,215,1059,0,567,1626,1668,0,1668,1,0,2,0,3,7,1,3,702,257,45,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2002,2002,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2002,1,0,0,0,1,0,1,0,0,1,0,1,7,2007,0,1,0,1,0,12.5602444592508
58,16770,30,0,0,1195,1195,1195,644,1839,0,0,2,1,4,7,0,2,486,0,81,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1998,1998,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1998,1,0,0,0,1,0,1,0,0,1,0,1,6,2010,0,1,0,1,0,12.3059179804999
62,5062,0,828,182,180,1190,1190,900,2090,1,0,2,0,3,6,1,2,577,219,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1984,1984,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1984,1,0,0,0,1,0,1,0,0,1,0,1,9,2007,0,1,0,1,0,12.2428866186529
84,10207,0,0,0,874,874,874,887,1761,0,0,2,0,3,7,0,2,578,144,105,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2007,1,0,0,0,1,0,1,0,0,1,0,1,8,2007,1,0,0,0,1,12.336552511981
64,5105,0,239,0,312,551,672.95,551,1102,0,0,2,1,2,4,0,2,480,0,60,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,2004,2004,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,2004,0,0,1,0,1,0,1,0,0,1,0,1,3,2007,0,1,0,1,0,11.9103584013811
60,8089,0,945,0,474,1419,1419,0,1419,1,0,2,0,2,7,1,2,567,140,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2007,2007,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,2007,0,1,0,0,1,0,1,0,0,1,0,1,10,2007,1,0,0,0,1,12.6949593617774
61,7577,256,20,0,1342,1362,1362,0,1362,0,0,2,0,2,6,1,2,460,192,28,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,2005,2006,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,2005,0,1,0,0,1,0,1,0,0,1,0,1,6,2007,0,1,0,1,0,12.1792151913603
71,4426,147,697,0,151,848,848,0,848,1,0,1,0,2,4,1,2,420,149,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,2004,2004,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2004,0,1,0,0,1,0,1,0,0,1,0,1,5,2008,0,1,0,1,0,11.8565151693603
104,17401.15,456,1274,0,989,1753,1831.25,1141.05,2466.1,0,1,2,1,4,10,2,3,832,335,50,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1994,1995,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1994,1,0,0,0,1,0,1,0,0,1,0,1,2,2007,0,1,0,1,0,12.6949593617774
42,17401.15,293,965,0,245,1210,1238,1141.05,2466.1,1,0,2,1,4,9,2,2,628,320,27,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1989,1990,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1989,0,1,0,0,1,0,1,0,0,1,0,1,4,2006,0,1,0,1,0,12.6949593617774
60,5400,0,0,0,1073,1073,1073,0,1073,0,0,1,0,2,4,0,1,326,0,0,112,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1921,1968,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1968,0,0,1,0,1,0,1,0,0,1,0,1,11,2006,0,1,1,0,0,11.5943211031742
51,6120,0,0,0,927,927,1067,472,1539,0,0,1,1,3,5,0,2,576,112,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1936,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1995,0,0,1,0,1,0,1,0,0,1,1,0,4,2009,0,1,0,1,0,11.8600549960654
54,13811,72,980,40,92,1112,1137,0,1137,1,0,2,0,2,5,1,2,551,125,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1987,1987,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1987,0,0,1,0,1,0,1,0,0,1,0,1,7,2006,0,1,0,1,0,12.0782392740203
50,6000,0,616,0,0,616,672.95,0,848,0,0,1,0,2,4,0,1,205,0,0,129,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1921,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1921,0,0,1,0,1,0,1,0,0,1,0,1,6,2006,0,1,0,1,0,11.3963916487143
57,6420,0,210,396.2,219,980,1148,0,1148,0,1,1,0,2,6,0,1,308,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1952,1952,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1952,0,0,1,0,1,0,1,0,0,1,0,1,9,2006,0,1,0,1,0,11.7239964350502
65,8450,0,553,117,224,894,894,0,894,1,0,1,0,3,5,1,1,336,335,144,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1965,2007,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1973,0,0,1,0,1,0,1,0,0,1,1,0,4,2010,0,1,0,1,0,11.8386256046095
